ham,exact_eig,num_system_qubits,num_ancilla,alpha,replication_seed,n_circuits,n_shots,time,segments,most_likely_bs,est_energy_med,est_energy_mean,est_energy_std,estimation_error,max_theoretical_qdrift_error,peak_MB,runtime,top10_py_allocs,counts
1 qubit test,0.8385164807134509,1,10,1.0,42,10000,10,0.1637755654187485,1,0000010110,0.8617050542591094,0.8673248698303648,0.10058266301866496,0.02318857354565851,0.45449881139484755,2399.09375,25503.8302147,,"{""0000010000"": 1, ""0000010010"": 1, ""0000010011"": 1, ""0000010100"": 3, ""0000010101"": 3, ""0000010110"": 33, ""0000010111"": 28, ""0000011000"": 14, ""0000011001"": 4, ""0000011010"": 9, ""0000011100"": 2, ""0000101011"": 1}"
1 qubit test,0.8385164807134509,1,10,1.0,42,10000,10,0.29468387891591497,1,0000101010,0.8745261984226911,0.9095072463595995,0.5609128542448564,0.03600971770924022,1.0625406121477112,2411.98046875,25738.412502800005,,"{""0000011010"": 1, ""0000011111"": 1, ""0000100000"": 1, ""0000100010"": 3, ""0000100100"": 4, ""0000100110"": 7, ""0000100111"": 6, ""0000101000"": 10, ""0000101001"": 7, ""0000101010"": 15, ""0000101011"": 4, ""0000101100"": 9, ""0000101101"": 7, ""0000101110"": 5, ""0000110000"": 6, ""0000110001"": 4, ""0000110100"": 2, ""0000110110"": 2, ""0000111010"": 1, ""0000111100"": 1, ""0001000011"": 1, ""0001010110"": 1, ""0011111010"": 1, ""1110001110"": 1}"
1 qubit test,0.8385164807134509,1,10,1.0,42,10000,1,0.5302292089231806,1,0001000010,0.7984824116277154,0.6787100498835579,1.049121897721619,0.04003406908573548,3.0622798946358043,2325.80859375,25670.245796499992,,"{""0000000011"": 1, ""0000001010"": 1, ""0000001111"": 1, ""0000010000"": 1, ""0000010010"": 1, ""0000010100"": 1, ""0000010111"": 1, ""0000011101"": 1, ""0000100011"": 1, ""0000100100"": 1, ""0000100110"": 2, ""0000101100"": 1, ""0000101101"": 1, ""0000101110"": 1, ""0000110010"": 1, ""0000110101"": 2, ""0000110111"": 1, ""0000111000"": 1, ""0000111010"": 1, ""0000111011"": 2, ""0000111100"": 1, ""0000111110"": 1, ""0000111111"": 1, ""0001000000"": 1, ""0001000001"": 1, ""0001000010"": 5, ""0001000011"": 3, ""0001000100"": 3, ""0001000101"": 2, ""0001000110"": 2, ""0001000111"": 1, ""0001001010"": 4, ""0001001011"": 3, ""0001001100"": 1, ""0001001110"": 1, ""0001010001"": 1, ""0001010010"": 2, ""0001010011"": 2, ""0001010101"": 2, ""0001010110"": 1, ""0001010111"": 4, ""0001011000"": 1, ""0001011001"": 1, ""0001011010"": 1, ""0001011110"": 1, ""0001100000"": 1, ""0001100100"": 1, ""0001100101"": 1, ""0001100110"": 1, ""0001100111"": 1, ""0001101010"": 1, ""0001101011"": 1, ""0001101110"": 1, ""0001110000"": 1, ""0001110001"": 1, ""0001110011"": 1, ""0001110111"": 1, ""0001111111"": 1, ""0010000011"": 1, ""0010000100"": 1, ""0010011000"": 1, ""0010011010"": 1, ""0010011100"": 1, ""0011000001"": 1, ""0011011000"": 1, ""0100000010"": 1, ""1000001111"": 1, ""1010101010"": 1, ""1011011001"": 1, ""1111001110"": 1, ""1111101001"": 1, ""1111110001"": 1, ""1111110011"": 1, ""1111111000"": 1, ""1111111110"": 1, ""1111111111"": 1}"
1 qubit test,0.8385164807134509,1,10,1.0,42,10000,1,0.9540495225920492,1,0010100000,0.9454233579260888,0.9427864628461586,0.8462309598526723,0.10690687721263792,12.86109068390961,2370.57421875,25722.742342600002,,"{""0000000000"": 1, ""0000010101"": 1, ""0000101000"": 1, ""0000101011"": 1, ""0000101110"": 1, ""0000110001"": 1, ""0000111111"": 1, ""0001000110"": 1, ""0001010001"": 1, ""0001010101"": 1, ""0001011000"": 1, ""0001011010"": 1, ""0001011100"": 1, ""0001011101"": 1, ""0001100010"": 1, ""0001101001"": 1, ""0001101111"": 1, ""0001110001"": 1, ""0001110101"": 1, ""0001110111"": 1, ""0001111001"": 2, ""0001111011"": 2, ""0001111101"": 1, ""0001111110"": 1, ""0010000000"": 1, ""0010000010"": 1, ""0010000100"": 1, ""0010000101"": 1, ""0010000111"": 1, ""0010001000"": 1, ""0010001001"": 1, ""0010001101"": 1, ""0010001110"": 2, ""0010001111"": 1, ""0010010001"": 1, ""0010010011"": 4, ""0010010100"": 2, ""0010010101"": 1, ""0010010110"": 2, ""0010010111"": 2, ""0010011010"": 1, ""0010011011"": 1, ""0010011110"": 1, ""0010011111"": 1, ""0010100000"": 4, ""0010100011"": 1, ""0010100100"": 1, ""0010100110"": 1, ""0010101000"": 1, ""0010101101"": 1, ""0010110000"": 1, ""0010110110"": 1, ""0010111110"": 1, ""0011000000"": 1, ""0011001010"": 1, ""0011001011"": 1, ""0011010001"": 2, ""0011011000"": 1, ""0011011001"": 1, ""0011011011"": 1, ""0011011111"": 1, ""0011100010"": 1, ""0011100101"": 1, ""0011101001"": 1, ""0011110100"": 1, ""0011111100"": 1, ""0100000110"": 1, ""0100001101"": 1, ""0100010010"": 1, ""0100101101"": 1, ""0100111110"": 1, ""0101101001"": 1, ""0110011100"": 1, ""0110100111"": 1, ""0110101101"": 1, ""0111101011"": 1, ""0111101100"": 1, ""0111110000"": 1, ""1001011111"": 1, ""1101001111"": 1, ""1101010010"": 1, ""1110011000"": 1, ""1110100000"": 1, ""1110110100"": 1, ""1111010111"": 1, ""1111011001"": 1, ""1111110111"": 1}"
1 qubit test,0.8385164807134509,1,10,1.0,42,10000,10,0.5302292089231806,1,0001001010,0.925776709133583,0.9861836394045496,0.4294570662245742,0.08726022842013215,3.0622798946358043,2395.390625,26363.83630750001,,"{""0000010111"": 1, ""0000110111"": 2, ""0000111001"": 1, ""0000111100"": 1, ""0000111110"": 2, ""0001000000"": 2, ""0001000010"": 2, ""0001000011"": 2, ""0001000100"": 3, ""0001000101"": 1, ""0001000110"": 5, ""0001000111"": 1, ""0001001000"": 3, ""0001001001"": 1, ""0001001010"": 8, ""0001001011"": 1, ""0001001100"": 6, ""0001001101"": 2, ""0001001110"": 3, ""0001001111"": 2, ""0001010000"": 4, ""0001010001"": 1, ""0001010010"": 6, ""0001010011"": 2, ""0001010100"": 3, ""0001010110"": 3, ""0001010111"": 1, ""0001011000"": 7, ""0001011001"": 2, ""0001011010"": 2, ""0001011011"": 2, ""0001011100"": 1, ""0001011110"": 1, ""0001100010"": 2, ""0001100100"": 4, ""0001100111"": 1, ""0001101000"": 1, ""0001101100"": 1, ""0001101101"": 1, ""0001101110"": 1, ""0001111000"": 1, ""0010000100"": 1, ""0010011000"": 1, ""0010100010"": 1, ""0110011000"": 1}"
1 qubit test,0.8385164807134509,1,10,1.0,42,10000,1,1.7166358930067693,1,0100001111,0.9811695723944601,0.677382315717574,0.8526771132272777,0.14265309168100926,106.355309589316,2386.01171875,25764.4797293,,"{""0000011010"": 1, ""0000101100"": 1, ""0000110000"": 1, ""0000110010"": 1, ""0001010101"": 1, ""0010000011"": 1, ""0010001110"": 1, ""0010010010"": 1, ""0010010011"": 2, ""0010010111"": 1, ""0010011010"": 1, ""0010011101"": 1, ""0010100110"": 1, ""0010100111"": 1, ""0010101010"": 1, ""0010101100"": 1, ""0011001100"": 1, ""0011010111"": 1, ""0011011101"": 1, ""0011100001"": 1, ""0011101100"": 1, ""0011110001"": 1, ""0011110111"": 1, ""0011111000"": 1, ""0011111111"": 1, ""0100000110"": 1, ""0100001010"": 2, ""0100001100"": 2, ""0100001111"": 3, ""0100010010"": 2, ""0100010011"": 1, ""0100010101"": 2, ""0100010110"": 2, ""0100011001"": 1, ""0100011010"": 2, ""0100011011"": 1, ""0100011110"": 3, ""0100011111"": 1, ""0100100001"": 1, ""0100100010"": 1, ""0100100011"": 1, ""0100100100"": 1, ""0100100111"": 2, ""0100101000"": 2, ""0100101001"": 1, ""0100101010"": 2, ""0100101011"": 1, ""0100101101"": 2, ""0100101110"": 2, ""0100101111"": 1, ""0100111000"": 1, ""0100111010"": 1, ""0101000011"": 1, ""0101001010"": 1, ""0101001110"": 1, ""0101011011"": 1, ""0101100010"": 1, ""0101111001"": 1, ""0110000111"": 1, ""0110001100"": 1, ""0110010001"": 1, ""0110011000"": 1, ""0110011010"": 1, ""0110011101"": 1, ""0110111111"": 1, ""0111000101"": 1, ""0111010011"": 1, ""0111011000"": 1, ""0111011010"": 1, ""0111110101"": 1, ""1000000010"": 1, ""1000001001"": 1, ""1000010000"": 1, ""1000011010"": 1, ""1000011110"": 1, ""1000011111"": 1, ""1000110010"": 1, ""1010010001"": 1, ""1010101101"": 1, ""1010111011"": 1, ""1110101101"": 1, ""1111110101"": 1, ""1111110111"": 1, ""1111111000"": 1}"
1 qubit test,0.8385164807134509,1,10,1.0,42,10000,10,0.9540495225920492,1,0010101110,1.0129535977779522,1.1326429086011127,0.5266859206779623,0.17443711706450138,12.86109068390961,2362.0625,26687.200870200002,,"{""0001001110"": 1, ""0001011001"": 1, ""0001101010"": 1, ""0001110001"": 1, ""0001110100"": 1, ""0001110101"": 1, ""0001111000"": 1, ""0001111011"": 2, ""0001111101"": 1, ""0010000000"": 1, ""0010000001"": 1, ""0010000010"": 1, ""0010000101"": 1, ""0010000110"": 2, ""0010001010"": 1, ""0010001011"": 1, ""0010001100"": 3, ""0010001110"": 4, ""0010010000"": 4, ""0010010001"": 1, ""0010010010"": 4, ""0010010100"": 1, ""0010010101"": 1, ""0010010110"": 3, ""0010010111"": 1, ""0010011000"": 1, ""0010011001"": 2, ""0010011010"": 1, ""0010011100"": 3, ""0010011101"": 2, ""0010011110"": 2, ""0010011111"": 1, ""0010100001"": 2, ""0010100010"": 1, ""0010100100"": 2, ""0010100111"": 1, ""0010101000"": 1, ""0010101010"": 1, ""0010101011"": 1, ""0010101100"": 1, ""0010101101"": 1, ""0010101110"": 5, ""0010110000"": 1, ""0010110010"": 2, ""0010110110"": 2, ""0010111110"": 1, ""0010111111"": 1, ""0011000010"": 1, ""0011000100"": 1, ""0011001001"": 1, ""0011001010"": 1, ""0011010000"": 1, ""0011010001"": 1, ""0011010010"": 2, ""0011010100"": 2, ""0011011101"": 1, ""0011101000"": 1, ""0011110101"": 1, ""0011111100"": 1, ""0100001000"": 1, ""0100001101"": 1, ""0100011000"": 1, ""0100011100"": 1, ""0100011110"": 1, ""0101011111"": 1, ""0110000111"": 1, ""0111001111"": 1, ""0111101110"": 1, ""0111111010"": 1, ""1100111100"": 1}"
1 qubit test,0.8385164807134509,1,10,1.0,42,10000,10,1.7166358930067693,1,0100101000,1.0490829489900695,0.9817057306307414,0.5068309539263123,0.21056646827661862,106.355309589316,2406.7890625,26840.451085399996,,"{""0010101111"": 1, ""0011001100"": 1, ""0011011000"": 1, ""0011011010"": 1, ""0011101101"": 1, ""0011111000"": 1, ""0011111110"": 2, ""0100000011"": 1, ""0100001000"": 2, ""0100001001"": 1, ""0100001010"": 3, ""0100001110"": 2, ""0100001111"": 1, ""0100010000"": 1, ""0100010001"": 1, ""0100010010"": 3, ""0100010011"": 1, ""0100010100"": 1, ""0100010110"": 2, ""0100010111"": 1, ""0100011001"": 2, ""0100011010"": 1, ""0100011100"": 2, ""0100011101"": 1, ""0100011110"": 1, ""0100011111"": 1, ""0100100000"": 5, ""0100100010"": 1, ""0100100011"": 1, ""0100100100"": 2, ""0100100101"": 1, ""0100100110"": 2, ""0100100111"": 2, ""0100101000"": 5, ""0100101001"": 2, ""0100101011"": 1, ""0100101100"": 4, ""0100110000"": 2, ""0100110001"": 1, ""0100110011"": 2, ""0100110101"": 1, ""0100110111"": 1, ""0100111000"": 1, ""0100111001"": 1, ""0100111010"": 1, ""0100111110"": 1, ""0100111111"": 1, ""0101000000"": 1, ""0101001010"": 1, ""0101010000"": 2, ""0101010001"": 1, ""0101010010"": 1, ""0101011010"": 1, ""0101100010"": 1, ""0101100100"": 1, ""0101101000"": 1, ""0101101010"": 1, ""0101101111"": 1, ""0101110010"": 1, ""0101111000"": 1, ""0101111100"": 1, ""0110000100"": 1, ""0110000101"": 1, ""0110001000"": 1, ""0110001110"": 1, ""0110011110"": 1, ""0110101110"": 1, ""0110110010"": 1, ""1000010100"": 1, ""1000111010"": 1, ""1010111010"": 1, ""1100010010"": 1}"
1 qubit test,0.8385164807134509,1,10,1.0,42,10000,1,3.0887692089116157,1,0111111001,1.0031960894290506,0.9642601619977466,0.2609948618462413,0.16467960871559972,2976.3657720535066,2364.62890625,26299.42761510001,,"{""0111000010"": 1, ""0111101111"": 1, ""0111110001"": 1, ""0111110010"": 1, ""0111110110"": 2, ""0111110111"": 2, ""0111111000"": 15, ""0111111001"": 64, ""0111111010"": 7, ""0111111011"": 4, ""1000000010"": 1, ""1010100010"": 1}"
1 qubit test,0.8385164807134509,1,10,1.0,42,10000,1,5.557669663547497,1,1110011010,-0.11261269549040603,-0.08836784457894213,0.17943352872083462,0.951129176203857,746884.178176692,2379.01171875,26160.46165750001,,"{""0000000000"": 1, ""0000000100"": 1, ""0000001001"": 1, ""0000111110"": 1, ""0001000001"": 1, ""0010110100"": 1, ""0100001011"": 1, ""0101001101"": 1, ""0101010011"": 1, ""0110111101"": 1, ""0111100101"": 1, ""0111101011"": 1, ""0111110001"": 1, ""1000010111"": 1, ""1001001101"": 1, ""1001011101"": 1, ""1010001001"": 1, ""1011111101"": 1, ""1100010010"": 1, ""1100011011"": 1, ""1100100001"": 1, ""1100100010"": 1, ""1100110001"": 1, ""1100110110"": 1, ""1101000111"": 1, ""1101001101"": 1, ""1101001110"": 1, ""1101010110"": 1, ""1101011010"": 1, ""1101011100"": 1, ""1101100000"": 1, ""1101100111"": 1, ""1101101001"": 1, ""1101110100"": 2, ""1101110110"": 1, ""1101111001"": 1, ""1101111010"": 2, ""1101111101"": 1, ""1110000000"": 2, ""1110000100"": 2, ""1110000101"": 2, ""1110000111"": 1, ""1110001000"": 1, ""1110001001"": 1, ""1110001010"": 1, ""1110001011"": 1, ""1110001101"": 2, ""1110001111"": 1, ""1110010010"": 1, ""1110010011"": 2, ""1110010101"": 1, ""1110010110"": 2, ""1110011001"": 1, ""1110011010"": 4, ""1110011100"": 2, ""1110011110"": 1, ""1110100000"": 2, ""1110100001"": 1, ""1110100010"": 2, ""1110100011"": 1, ""1110100100"": 1, ""1110100101"": 1, ""1110100110"": 2, ""1110101010"": 1, ""1110101011"": 1, ""1110101100"": 3, ""1110101110"": 1, ""1110101111"": 2, ""1110110000"": 1, ""1110110010"": 1, ""1110111101"": 1, ""1111000001"": 1, ""1111000100"": 1, ""1111000110"": 1, ""1111001000"": 1, ""1111001101"": 1, ""1111011001"": 1, ""1111011011"": 1, ""1111011110"": 1, ""1111011111"": 1, ""1111101100"": 1, ""1111111001"": 1}"
1 qubit test,0.8385164807134509,1,10,1.0,42,10000,10,3.0887692089116157,1,0111111001,1.0031960894290506,1.0031960894290524,0.0003973053819520844,0.16467960871559972,2976.3657720535066,2426.11328125,26885.240469099997,,"{""0111111000"": 2, ""0111111001"": 96, ""0111111010"": 2}"
1 qubit test,0.8385164807134509,1,10,1.0,42,10000,1,9.999999999999998,1,1001011000,-0.25648158773447927,-0.20026425982004636,0.14721305444137803,1.0949980684479301,9703303908.195768,2410.96484375,26064.252139300006,,"{""0000010011"": 1, ""0011110111"": 1, ""0110011011"": 1, ""0110100100"": 1, ""0110110101"": 1, ""0111000100"": 1, ""0111010001"": 1, ""0111011100"": 1, ""0111111001"": 1, ""1000100010"": 1, ""1000100101"": 1, ""1000100111"": 1, ""1000101001"": 1, ""1000101011"": 1, ""1000101110"": 1, ""1000110000"": 1, ""1000110001"": 1, ""1000110011"": 1, ""1000111001"": 2, ""1000111101"": 1, ""1000111110"": 1, ""1001000001"": 1, ""1001000100"": 1, ""1001000101"": 2, ""1001001000"": 3, ""1001001001"": 3, ""1001001010"": 2, ""1001001101"": 1, ""1001001110"": 3, ""1001001111"": 1, ""1001010000"": 2, ""1001010011"": 2, ""1001010100"": 1, ""1001010101"": 3, ""1001010110"": 1, ""1001010111"": 2, ""1001011000"": 5, ""1001011010"": 1, ""1001011100"": 2, ""1001011110"": 2, ""1001011111"": 2, ""1001100000"": 1, ""1001100001"": 1, ""1001100101"": 1, ""1001100111"": 1, ""1001101010"": 1, ""1001101100"": 1, ""1001101101"": 2, ""1001101111"": 1, ""1001110001"": 1, ""1001110100"": 1, ""1001111000"": 1, ""1001111011"": 1, ""1001111100"": 1, ""1001111101"": 2, ""1001111111"": 2, ""1010000000"": 2, ""1010000010"": 1, ""1010000101"": 1, ""1010001000"": 1, ""1010001101"": 1, ""1010010011"": 1, ""1010010110"": 1, ""1010100011"": 1, ""1010100110"": 2, ""1010100111"": 1, ""1100001101"": 1, ""1100101010"": 1, ""1101001110"": 1, ""1101011011"": 1, ""1101011110"": 1, ""1101101011"": 1, ""1110011101"": 1, ""1111010011"": 1}"
1 qubit test,0.8385164807134509,1,10,1.0,42,10000,10,5.557669663547497,1,1110010000,-0.1302774320379207,-0.14775448075961808,0.07084656691627227,0.9687939127513716,746884.178176692,2393.40625,26828.0635435,,"{""1000001100"": 1, ""1000011110"": 1, ""1010110100"": 1, ""1011011000"": 1, ""1100011010"": 1, ""1100100010"": 1, ""1100101010"": 1, ""1100110100"": 1, ""1100111101"": 1, ""1101000111"": 1, ""1101011110"": 1, ""1101100000"": 2, ""1101100100"": 1, ""1101101010"": 1, ""1101101100"": 1, ""1101101110"": 1, ""1101110010"": 1, ""1101110100"": 2, ""1101110110"": 4, ""1101111000"": 1, ""1101111001"": 2, ""1101111011"": 1, ""1101111100"": 4, ""1101111101"": 1, ""1101111110"": 1, ""1101111111"": 1, ""1110000010"": 1, ""1110000100"": 4, ""1110000110"": 2, ""1110001000"": 3, ""1110001001"": 3, ""1110001010"": 3, ""1110001011"": 2, ""1110001100"": 1, ""1110001110"": 3, ""1110001111"": 2, ""1110010000"": 5, ""1110010001"": 2, ""1110010010"": 4, ""1110010100"": 2, ""1110010101"": 2, ""1110010110"": 4, ""1110010111"": 1, ""1110011000"": 3, ""1110011010"": 1, ""1110011100"": 4, ""1110011111"": 1, ""1110100000"": 1, ""1110100001"": 1, ""1110100010"": 2, ""1110100100"": 1, ""1110100110"": 2, ""1110101010"": 1, ""1110101100"": 1, ""1110101110"": 2, ""1110110010"": 1}"
1 qubit test,0.8385164807134509,1,10,1.0,42,10000,10,9.999999999999998,1,1001010110,-0.26384469551633033,-0.26032267562734474,0.057824857742057166,1.1023611762297811,9703303908.195768,2398.953125,26307.310056600007,,"{""0111110010"": 1, ""1000010100"": 1, ""1000010110"": 1, ""1000101100"": 1, ""1000101110"": 1, ""1000110000"": 1, ""1000110011"": 1, ""1000111000"": 2, ""1000111001"": 1, ""1000111010"": 6, ""1000111100"": 1, ""1000111110"": 1, ""1001000010"": 2, ""1001000100"": 1, ""1001000101"": 1, ""1001000110"": 4, ""1001001000"": 3, ""1001001001"": 2, ""1001001010"": 3, ""1001001011"": 2, ""1001001100"": 2, ""1001001110"": 3, ""1001010000"": 5, ""1001010001"": 3, ""1001010010"": 6, ""1001010011"": 5, ""1001010100"": 5, ""1001010101"": 2, ""1001010110"": 8, ""1001010111"": 3, ""1001011000"": 3, ""1001011001"": 2, ""1001011010"": 3, ""1001011011"": 1, ""1001011100"": 2, ""1001011101"": 2, ""1001011110"": 3, ""1001100000"": 2, ""1001101100"": 1, ""1001110010"": 1, ""1001111010"": 1, ""1010010001"": 1}"
